PC1,PC2,PC3,cluster,Url,,,,,PCA-X,PCA-Y,PCA-Z
1.620016069,1.727667784,-13.32604951,4,https://www.instagram.com/p/BeoLDI8H1Ay/,,,,,51.62001607,51.72766778,36.67395049
-1.123112969,3.600386583,-13.29990404,4,https://www.instagram.com/p/Bbks1MJnDUF/,,,,,48.87688703,53.60038658,36.70009596
0.721419375,6.807802246,-13.2491972,4,https://www.instagram.com/p/BZAXUMSF3Rr/,,,,,50.72141937,56.80780225,36.7508028
-2.537920378,12.48030764,-13.07134439,4,https://www.instagram.com/p/BY_Y4kcj3fx/,,,,,47.46207962,62.48030764,36.92865561
1.523939361,5.28291556,-12.9609295,4,https://www.instagram.com/p/Bb-dKQ3AG8r/,,,,,51.52393936,55.28291556,37.0390705
-0.891275482,0.415216226,-12.94852651,4,https://www.instagram.com/p/BfO18xXhs7a/,,,,,49.10872452,50.41521623,37.05147349
0.148649159,6.219411071,-12.86350408,4,https://www.instagram.com/p/BXB-IxjjFm_/,,,,,50.14864916,56.21941107,37.13649592
-1.902573464,-0.538505879,-12.58404776,4,https://www.instagram.com/p/BZxSzfVHtwV/,,,,,48.09742654,49.46149412,37.41595224
-1.157320452,0.598634907,-12.50921063,4,https://www.instagram.com/p/Bk1PO1RHKj8/,,,,,48.84267955,50.59863491,37.49078937
0.874320857,5.619533103,-12.4920366,4,https://www.instagram.com/p/Bj4CX1hHGhC/,,,,,50.87432086,55.6195331,37.5079634
0.491994016,1.038710775,-12.48376262,4,https://www.instagram.com/p/BWur7A3h3kx/,,,,,50.49199402,51.03871077,37.51623738
0.703448361,1.973200776,-12.39376763,4,https://www.instagram.com/p/Bafm0KMHQ2Y/,,,,,50.70344836,51.97320078,37.60623237
1.72560632,4.56317879,-12.33437132,4,https://www.instagram.com/p/BjL7M6fAjCa/,,,,,51.72560632,54.56317879,37.66562868
1.239946385,1.047488203,-12.33208369,4,https://www.instagram.com/p/BXMwkcKglyi/,,,,,51.23994639,51.0474882,37.66791631
1.846007745,2.2603981,-12.31341463,4,https://www.instagram.com/p/BeTZ6WvFkOx/,,,,,51.84600775,52.2603981,37.68658537
1.039613172,3.198623523,-12.29638734,4,https://www.instagram.com/p/Bc92Oi8hyLY/,,,,,51.03961317,53.19862352,37.70361266
1.437186265,3.649051856,-12.24347619,4,https://www.instagram.com/p/Bip90VKhfgC/,,,,,51.43718627,53.64905186,37.75652381
3.037038896,1.317433158,-12.2417901,4,https://www.instagram.com/p/BZBdJwIFkHd/,,,,,53.0370389,51.31743316,37.7582099
0.759057805,5.334695764,-12.23969257,4,https://www.instagram.com/p/BclhAN8nNI1/,,,,,50.7590578,55.33469576,37.76030743
-1.094068758,7.032057077,-12.22587572,4,https://www.instagram.com/p/BhKbyyogJpf/,,,,,48.90593124,57.03205708,37.77412428
1.937515557,3.357460755,-12.18378216,4,https://www.instagram.com/p/BeD8cDxFPfe/,,,,,51.93751556,53.35746075,37.81621784
2.419058868,1.161793434,-11.94916213,4,https://www.instagram.com/p/BdL-cXUHV1Z/,,,,,52.41905887,51.16179343,38.05083787
1.5052069,3.066250003,-11.93185393,4,https://www.instagram.com/p/BaVcRxpDUbu/,,,,,51.5052069,53.06625,38.06814607
2.676252477,1.041731889,-11.89659653,4,https://www.instagram.com/p/BjmuQb-ndqE/,,,,,52.67625248,51.04173189,38.10340347
2.460994801,4.835911481,-11.66463071,4,https://www.instagram.com/p/Bj3wW1bFLjn/,,,,,52.4609948,54.83591148,38.33536929
2.851720793,2.309719616,-11.65460554,4,https://www.instagram.com/p/BkiwHlhHoBn/,,,,,52.85172079,52.30971962,38.34539446
2.019141541,4.633651785,-11.61614985,4,https://www.instagram.com/p/Bj-lKL5hAgg/,,,,,52.01914154,54.63365178,38.38385015
0.769143902,4.880443923,-11.53713925,4,https://www.instagram.com/p/BjJTeLMHLb6/,,,,,50.7691439,54.88044392,38.46286075
-0.636829767,-2.080043989,-11.38070826,4,https://www.instagram.com/p/Bj-e9adAVrK/,,,,,49.36317023,47.91995601,38.61929174
2.180747732,2.583845448,-11.34187388,4,https://www.instagram.com/p/Bj2UJZmhSs1/,,,,,52.18074773,52.58384545,38.65812612
1.947753902,3.676652265,-11.33636545,4,https://www.instagram.com/p/BaFt1rdlKe9/,,,,,51.9477539,53.67665226,38.66363455
-4.49375108,3.949123243,-11.22388649,4,https://www.instagram.com/p/BYT0diGD8Q-/,,,,,45.50624892,53.94912324,38.77611351
-0.958136067,-0.096993668,-11.0519981,4,https://www.instagram.com/p/Ba66id_BYx_/,,,,,49.04186393,49.90300633,38.9480019
1.446180618,1.224527121,-11.03097092,4,https://www.instagram.com/p/BY_qjAjlSCC/,,,,,51.44618062,51.22452712,38.96902908
2.216962142,1.404384496,-11.00679611,4,https://www.instagram.com/p/BkQYiH0Do_6/,,,,,52.21696214,51.4043845,38.99320389
0.050703762,2.527217089,-11.00556539,4,https://www.instagram.com/p/BhUXSMQns-e/,,,,,50.05070376,52.52721709,38.99443461
-4.511552551,17.5133398,-10.95986775,4,https://www.instagram.com/p/BY8UP0kgTHD/,,,,,45.48844745,67.5133398,39.04013225
1.177570153,3.563481744,-10.95140321,4,https://www.instagram.com/p/Bjiaqovl9a6/,,,,,51.17757015,53.56348174,39.04859679
1.158280849,1.717127538,-10.79966747,4,https://www.instagram.com/p/BfuXv7bnXuG/,,,,,51.15828085,51.71712754,39.20033253
1.360729595,1.580316561,-10.70560791,4,https://www.instagram.com/p/Bii3-U2AsDK/,,,,,51.36072959,51.58031656,39.29439209
1.777738289,5.66928651,-10.64774679,4,https://www.instagram.com/p/BXCM9LmhQM7/,,,,,51.77773829,55.66928651,39.35225321
-2.233441531,-0.895466014,-10.64476931,4,https://www.instagram.com/p/Bk7yF5yh9R3/,,,,,47.76655847,49.10453399,39.35523069
2.918102195,1.388882988,-10.51893266,4,https://www.instagram.com/p/BaWfA22lTi1/,,,,,52.9181022,51.38888299,39.48106734
0.778696508,2.330178055,-10.3806397,4,https://www.instagram.com/p/Bh2was0jqMd/,,,,,50.77869651,52.33017805,39.6193603
2.215863169,1.198910338,-10.36895737,4,https://www.instagram.com/p/BkwVAQGFptj/,,,,,52.21586317,51.19891034,39.63104263
-2.641438221,-0.362755938,-10.20328286,4,https://www.instagram.com/p/BdoDAT7FGdU/,,,,,47.35856178,49.63724406,39.79671714
-4.636913721,3.546199486,-10.2014493,4,https://www.instagram.com/p/Bk_USeTHZh2/,,,,,45.36308628,53.54619949,39.7985507
2.953199943,2.207454016,-10.04157652,4,https://www.instagram.com/p/BigKMzilHlV/,,,,,52.95319994,52.20745402,39.95842348
0.063713496,5.037368631,-10.03834829,4,https://www.instagram.com/p/BcREcomgmTK/,,,,,50.0637135,55.03736863,39.96165171
-4.955521546,7.377282008,-10.0056913,4,https://www.instagram.com/p/BdxvimKlSYf/,,,,,45.04447845,57.37728201,39.9943087
-5.709447639,0.232562581,-9.986498607,4,https://www.instagram.com/p/BXuU98Ng_6R/,,,,,44.29055236,50.23256258,40.01350139
3.771279666,0.56819539,-9.961557156,4,https://www.instagram.com/p/BjctQB8FHSA/,,,,,53.77127967,50.56819539,40.03844284
1.249477603,2.952388527,-9.944393569,4,https://www.instagram.com/p/BgKbPrEljQH/,,,,,51.2494776,52.95238853,40.05560643
3.500923733,3.449824327,-9.942316479,4,https://www.instagram.com/p/Bg683_-hE-a/,,,,,53.50092373,53.44982433,40.05768352
2.955189094,1.068501271,-9.890884478,4,https://www.instagram.com/p/BbbvHmslSN-/,,,,,52.95518909,51.06850127,40.10911552
-14.45072347,-4.763598271,-9.883999304,1,https://www.instagram.com/p/Bd8BLNiFYaK/,,,,,35.54927653,45.23640173,40.1160007
0.577673488,-0.066083761,-9.873029485,4,https://www.instagram.com/p/BeVtFuhAu0x/,,,,,50.57767349,49.93391624,40.12697052
2.289926717,1.559194352,-9.793232351,4,https://www.instagram.com/p/Bflp09SF6TQ/,,,,,52.28992672,51.55919435,40.20676765
-0.979018072,7.444438407,-9.74321933,4,https://www.instagram.com/p/BaD7HNXgcRR/,,,,,49.02098193,57.44443841,40.25678067
0.707575774,0.688385732,-9.734273155,4,https://www.instagram.com/p/BY__JkKnzfn/,,,,,50.70757577,50.68838573,40.26572685
-1.479779522,2.53987565,-9.70583972,4,https://www.instagram.com/p/BlSvosynv8i/,,,,,48.52022048,52.53987565,40.29416028
-4.306339251,2.871090626,-9.67824157,4,https://www.instagram.com/p/BfQriJhH3RP/,,,,,45.69366075,52.87109063,40.32175843
1.483810412,1.854968918,-9.645947037,4,https://www.instagram.com/p/BX8RuNKHpz3/,,,,,51.48381041,51.85496892,40.35405296
3.010949289,3.306772547,-9.560052085,4,https://www.instagram.com/p/BaWt1HjgBcR/,,,,,53.01094929,53.30677255,40.43994792
-4.716041949,17.1191563,-9.509900695,4,https://www.instagram.com/p/BYvXfIwFgm5/,,,,,45.28395805,67.1191563,40.4900993
2.428690789,1.254494303,-9.482312344,4,https://www.instagram.com/p/BaWht_ADyt9/,,,,,52.42869079,51.2544943,40.51768766
1.193983816,2.559465991,-9.476155748,4,https://www.instagram.com/p/Bj7jraOBlOJ/,,,,,51.19398382,52.55946599,40.52384425
-0.233034862,1.02279523,-9.474838093,4,https://www.instagram.com/p/Bbs3Fr9HprZ/,,,,,49.76696514,51.02279523,40.52516191
-0.482487074,2.987162042,-9.396001099,4,https://www.instagram.com/p/BiUomGsBsNY/,,,,,49.51751293,52.98716204,40.6039989
2.43034289,1.766808392,-9.350526151,4,https://www.instagram.com/p/BbaPQqwFbFO/,,,,,52.43034289,51.76680839,40.64947385
-1.521986082,9.838200897,-9.325757892,4,https://www.instagram.com/p/BkF9XlGh9r-/,,,,,48.47801392,59.8382009,40.67424211
1.39161865,5.004579532,-9.30528908,4,https://www.instagram.com/p/BkRjXGpALZv/,,,,,51.39161865,55.00457953,40.69471092
-8.927767317,0.319383517,-9.167190422,4,https://www.instagram.com/p/Bf_7t4IAPn3/,,,,,41.07223268,50.31938352,40.83280958
2.417144223,1.105024761,-9.116670629,4,https://www.instagram.com/p/BkbxZXPn2qV/,,,,,52.41714422,51.10502476,40.88332937
0.088539825,5.296483033,-9.075126139,4,https://www.instagram.com/p/BaWjJGRg462/,,,,,50.08853983,55.29648303,40.92487386
0.162429141,-1.735378088,-8.976748756,4,https://www.instagram.com/p/BkZzyYdnzvc/,,,,,50.16242914,48.26462191,41.02325124
0.052863223,3.899194272,-8.974431241,4,https://www.instagram.com/p/BbH8EUgBhhD/,,,,,50.05286322,53.89919427,41.02556876
-0.214915497,-0.637325644,-8.920757886,4,https://www.instagram.com/p/BfyN-KBnoko/,,,,,49.7850845,49.36267436,41.07924211
2.447888188,1.833506878,-8.918051097,4,https://www.instagram.com/p/BkfWLJeAVX_/,,,,,52.44788819,51.83350688,41.0819489
2.58000174,2.057908282,-8.887488956,4,https://www.instagram.com/p/BknuzwZlaEr/,,,,,52.58000174,52.05790828,41.11251104
0.313488957,9.315145308,-8.867686445,4,https://www.instagram.com/p/BaxBFlPhQkh/,,,,,50.31348896,59.31514531,41.13231355
2.837084855,0.659512581,-8.82363464,4,https://www.instagram.com/p/BZZua3ogqGy/,,,,,52.83708485,50.65951258,41.17636536
-4.554151398,-3.76224309,-8.816301585,4,https://www.instagram.com/p/BeJV9YZhIs5/,,,,,45.4458486,46.23775691,41.18369841
1.104324874,1.430321049,-8.806073641,4,https://www.instagram.com/p/BjctQLGhNWd/,,,,,51.10432487,51.43032105,41.19392636
1.168949221,7.437205624,-8.790428834,4,https://www.instagram.com/p/Bar85dABlI8/,,,,,51.16894922,57.43720562,41.20957117
1.659613354,0.061480562,-8.7896878,4,https://www.instagram.com/p/BbZe6Wgl_kO/,,,,,51.65961335,50.06148056,41.2103122
-14.61448321,-3.133648662,-8.650663097,1,https://www.instagram.com/p/BgTlGn8l6x6/,,,,,35.38551679,46.86635134,41.3493369
-1.152499742,1.145245855,-8.613966231,4,https://www.instagram.com/p/BaDcIuNgyZW/,,,,,48.84750026,51.14524586,41.38603377
-1.655210489,5.246611908,-8.563985791,4,https://www.instagram.com/p/BdA0EMfAUkj/,,,,,48.34478951,55.24661191,41.43601421
0.602857569,2.821743314,-8.514364631,4,https://www.instagram.com/p/BZcjyaqnnob/,,,,,50.60285757,52.82174331,41.48563537
-0.713184121,7.887072984,-8.505751279,4,https://www.instagram.com/p/BfyaPk_A6F0/,,,,,49.28681588,57.88707298,41.49424872
-5.166635301,-2.295934245,-8.500442886,4,https://www.instagram.com/p/BbfMX5SlHTA/,,,,,44.8333647,47.70406575,41.49955711
1.57673179,3.170526559,-8.49689915,4,https://www.instagram.com/p/BcprymQgn0y/,,,,,51.57673179,53.17052656,41.50310085
-2.094101084,-0.224406971,-8.476037611,4,https://www.instagram.com/p/Bf34c5DgUJX/,,,,,47.90589892,49.77559303,41.52396239
2.409134234,1.518424679,-8.379355369,4,https://www.instagram.com/p/BhWoClYHore/,,,,,52.40913423,51.51842468,41.62064463
-0.514006444,-0.299288707,-8.34163876,4,https://www.instagram.com/p/BbrC_N_AFX3/,,,,,49.48599356,49.70071129,41.65836124
-1.361470078,-2.674527714,-8.307865723,4,https://www.instagram.com/p/BXyaz94HpW1/,,,,,48.63852992,47.32547229,41.69213428
-11.10654803,0.304186977,-8.294431514,1,https://www.instagram.com/p/BdEokanF7Zl/,,,,,38.89345197,50.30418698,41.70556849
2.020233151,2.63320978,-8.291448783,4,https://www.instagram.com/p/BaVjXAXglxL/,,,,,52.02023315,52.63320978,41.70855122
-2.76513466,11.6802544,-8.221081835,4,https://www.instagram.com/p/BX3wI5aF236/,,,,,47.23486534,61.6802544,41.77891816
-4.258266914,-2.874833984,-8.181852358,4,https://www.instagram.com/p/BaOz8ZmATNc/,,,,,45.74173309,47.12516602,41.81814764
-4.914504229,-0.149272804,-8.111978929,4,https://www.instagram.com/p/Bidi6AvBX6E/,,,,,45.08549577,49.8507272,41.88802107
1.033069509,2.676120302,-8.0329561,4,https://www.instagram.com/p/BZEdw3IhkGz/,,,,,51.03306951,52.6761203,41.9670439
1.420637204,2.988506623,-8.030715909,4,https://www.instagram.com/p/BbKEf1Khnt9/,,,,,51.4206372,52.98850662,41.96928409
2.57429659,1.218759134,-8.007004918,4,https://www.instagram.com/p/BaVlnnEgbRS/,,,,,52.57429659,51.21875913,41.99299508
-1.372758408,-1.564738582,-7.996371008,4,https://www.instagram.com/p/BXTGJIij0BZ/,,,,,48.62724159,48.43526142,42.00362899
2.456227169,1.433177207,-7.975664854,4,https://www.instagram.com/p/BiiLfylHgQ7/,,,,,52.45622717,51.43317721,42.02433515
-3.953033679,17.03199761,-7.956510916,4,https://www.instagram.com/p/BeMoaXPgeFX/,,,,,46.04696632,67.03199761,42.04348908
2.345304522,0.208381885,-7.917160516,4,https://www.instagram.com/p/BjNu62ugnf8/,,,,,52.34530452,50.20838189,42.08283948
-1.912692082,-0.626016884,-7.914528035,4,https://www.instagram.com/p/Bgxmcoal0xw/,,,,,48.08730792,49.37398312,42.08547197
2.285377092,1.585842734,-7.907494347,4,https://www.instagram.com/p/BhHX8BZgknb/,,,,,52.28537709,51.58584273,42.09250565
1.354822306,1.31881514,-7.894909814,4,https://www.instagram.com/p/BcvPQIOhlxk/,,,,,51.35482231,51.31881514,42.10509019
-0.580344201,0.034241357,-7.854459849,4,https://www.instagram.com/p/BkTekrgFGOM/,,,,,49.4196558,50.03424136,42.14554015
-15.48095582,-3.978762101,-7.830466496,1,https://www.instagram.com/p/BcKt-wYlcYz/,,,,,34.51904418,46.0212379,42.1695335
-2.143542484,4.747555437,-7.805112405,4,https://www.instagram.com/p/Bb91mcfnOWC/,,,,,47.85645752,54.74755544,42.19488759
2.132305875,1.407372965,-7.795341267,4,https://www.instagram.com/p/BfRWTbjBbNf/,,,,,52.13230588,51.40737296,42.20465873
2.840530482,0.871582883,-7.792421217,4,https://www.instagram.com/p/BY_N-gPDY3a/,,,,,52.84053048,50.87158288,42.20757878
2.87438489,0.190882483,-7.783176294,4,https://www.instagram.com/p/Bj9zsmuAiF-/,,,,,52.87438489,50.19088248,42.21682371
-0.712247689,-1.775602905,-7.745811897,4,https://www.instagram.com/p/BkkXyPMH30i/,,,,,49.28775231,48.22439709,42.2541881
-0.320106195,6.737058192,-7.739334896,4,https://www.instagram.com/p/Bhe7arVDcDw/,,,,,49.6798938,56.73705819,42.2606651
2.851487916,0.509340277,-7.715886856,4,https://www.instagram.com/p/BaraFjIFnBm/,,,,,52.85148792,50.50934028,42.28411314
2.629191514,0.497675032,-7.65671408,4,https://www.instagram.com/p/BY_AO8jH4i9/,,,,,52.62919151,50.49767503,42.34328592
1.322275813,2.968997916,-7.64328013,4,https://www.instagram.com/p/Bh-Zz-9HrTY/,,,,,51.32227581,52.96899792,42.35671987
-0.735475718,-0.129542289,-7.631603957,4,https://www.instagram.com/p/BiCnjmhgHeO/,,,,,49.26452428,49.87045771,42.36839604
2.605705837,0.819760629,-7.629518489,4,https://www.instagram.com/p/BiaI0mVld2h/,,,,,52.60570584,50.81976063,42.37048151
-3.338552709,13.16310826,-7.595199329,4,https://www.instagram.com/p/BjEZQ4GHr4S/,,,,,46.66144729,63.16310826,42.40480067
0.644724155,0.016878881,-7.578671837,4,https://www.instagram.com/p/BcGbi0yAZgf/,,,,,50.64472415,50.01687888,42.42132816
-8.592560159,-5.240196421,-7.569254473,1,https://www.instagram.com/p/Bhd7ZpBgYoH/,,,,,41.40743984,44.75980358,42.43074553
1.929137843,0.748508019,-7.568681626,4,https://www.instagram.com/p/BbiDwqAFn0C/,,,,,51.92913784,50.74850802,42.43131837
2.375159316,3.870000348,-7.536365906,4,https://www.instagram.com/p/BhZTHErA_27/,,,,,52.37515932,53.87000035,42.46363409
1.578480559,1.300114944,-7.496165364,4,https://www.instagram.com/p/Bb5OYUqBumP/,,,,,51.57848056,51.30011494,42.50383464
0.516068798,-0.841078809,-7.469106546,4,https://www.instagram.com/p/BY_ylW9hBme/,,,,,50.5160688,49.15892119,42.53089345
-2.206899337,15.07514803,-7.446485235,4,https://www.instagram.com/p/BYsfEQZj1kd/,,,,,47.79310066,65.07514803,42.55351477
2.288151634,-0.245831565,-7.429995192,4,https://www.instagram.com/p/BaV89HAhC2m/,,,,,52.28815163,49.75416844,42.57000481
-4.269929473,-0.095277062,-7.425762284,4,https://www.instagram.com/p/BjLxwERhtEE/,,,,,45.73007053,49.90472294,42.57423772
2.09905029,1.536617237,-7.418074774,4,https://www.instagram.com/p/Ba-HmR8AOe9/,,,,,52.09905029,51.53661724,42.58192523
2.139304593,1.785160933,-7.368684416,4,https://www.instagram.com/p/BdVUI76lg1j/,,,,,52.13930459,51.78516093,42.63131558
-3.246077004,-1.551554474,-7.36166184,4,https://www.instagram.com/p/Bk5NLPbgFpQ/,,,,,46.753923,48.44844553,42.63833816
3.338282098,0.586709014,-7.290291192,4,https://www.instagram.com/p/BjOA-5FD7Hy/,,,,,53.3382821,50.58670901,42.70970881
2.305249266,0.792472172,-7.280894077,4,https://www.instagram.com/p/BZIHrxMnhqs/,,,,,52.30524927,50.79247217,42.71910592
0.735040732,-0.800871629,-7.271120245,4,https://www.instagram.com/p/BjKqZnxgi0d/,,,,,50.73504073,49.19912837,42.72887975
-2.43290016,6.220364089,-7.263782021,4,https://www.instagram.com/p/BkS_Z2vnbJH/,,,,,47.56709984,56.22036409,42.73621798
3.482397199,0.477465825,-7.234918244,4,https://www.instagram.com/p/BiMuwbpFkDe/,,,,,53.4823972,50.47746583,42.76508176
-1.114025588,0.043342142,-7.146858047,4,https://www.instagram.com/p/BgPbxRiHrfL/,,,,,48.88597441,50.04334214,42.85314195
0.390161242,5.872933677,-7.144179012,4,https://www.instagram.com/p/Ba1t8yUh4BH/,,,,,50.39016124,55.87293368,42.85582099
1.694754948,1.176554455,-7.076649286,4,https://www.instagram.com/p/Bcu4RIPncJp/,,,,,51.69475495,51.17655445,42.92335071
-0.47992476,5.872870998,-7.049646503,4,https://www.instagram.com/p/BjIHxavnnMk/,,,,,49.52007524,55.872871,42.9503535
-2.28374557,5.057382818,-7.00190691,4,https://www.instagram.com/p/BfWODmvj87d/,,,,,47.71625443,55.05738282,42.99809309
3.156178038,0.089555812,-6.916599255,4,https://www.instagram.com/p/BjkYW-YhB3J/,,,,,53.15617804,50.08955581,43.08340074
2.022227865,3.226763848,-6.901338068,4,https://www.instagram.com/p/BaC_hU_FW4I/,,,,,52.02222787,53.22676385,43.09866193
-2.900232982,-1.956577308,-6.87852796,4,https://www.instagram.com/p/BZFwpibhfw9/,,,,,47.09976702,48.04342269,43.12147204
0.338822118,2.281828061,-6.844138964,4,https://www.instagram.com/p/BicnHLsjeZC/,,,,,50.33882212,52.28182806,43.15586104
1.292219919,2.011232735,-6.829903844,4,https://www.instagram.com/p/BjDCAQJhouv/,,,,,51.29221992,52.01123273,43.17009616
-1.523193603,9.680739023,-6.79763918,4,https://www.instagram.com/p/BdlkG-iH_et/,,,,,48.4768064,59.68073902,43.20236082
3.593846964,0.042870589,-6.791761151,4,https://www.instagram.com/p/Bj3fwYMlgS1/,,,,,53.59384696,50.04287059,43.20823885
1.097549079,1.908231704,-6.787773742,4,https://www.instagram.com/p/BdpoqcFlAsg/,,,,,51.09754908,51.9082317,43.21222626
-4.651551024,-2.370080481,-6.700548174,1,https://www.instagram.com/p/BdYmR_ah_do/,,,,,45.34844898,47.62991952,43.29945183
1.869202348,1.909661426,-6.679433681,4,https://www.instagram.com/p/BaXxSe0AQd2/,,,,,51.86920235,51.90966143,43.32056632
-1.10410595,5.01753813,-6.663685748,4,https://www.instagram.com/p/Bf9qIxRF-Yh/,,,,,48.89589405,55.01753813,43.33631425
3.522502969,-0.381585927,-6.66136576,4,https://www.instagram.com/p/BaVQ-XZF8ud/,,,,,53.52250297,49.61841407,43.33863424
0.084824103,3.075747679,-6.591384188,4,https://www.instagram.com/p/BlMG42zlyKI/,,,,,50.0848241,53.07574768,43.40861581
